mode,query_class,query_filename,query_filepath,top1_class,top1_filename,top1_filepath,top1_similarity,top1_structure_similarity,top1_is_relevant,recall_at_1,recall_at_5,recall_at_10,ap_at_k,ndcg_at_k,first_tier,second_tier,anmrr
baseline,人孔,锅炉人孔DN400×300.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\锅炉人孔DN400×300\锅炉人孔DN400×300.png,人孔,A-RF-500-4.0.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\人孔\人孔(衬面)\HG21518-95回转盖带颈对焊法兰人孔\A-RF-500-4.0.png,0.983845,0.0,1,1.0,1.0,1.0,1.0,1.0,0.947368,0.947368,0.045535
baseline,叶轮叶片,17001-G160F-0000 叶轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\17001-G160F-0000 叶轮.png,叶轮叶片,叶片.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶片.png,0.998338,0.0,1,1.0,1.0,1.0,0.776389,0.863015,0.344828,0.37931,0.586883
baseline,叶轮叶片,533c29e4bb281fd0377f69d566f4ea04.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\533c29e4bb281fd0377f69d566f4ea04.png,叶轮叶片,微信图片_20251014201725_41_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201725_41_58.png,1.0,0.0,1,1.0,1.0,1.0,0.1,0.220092,0.034483,0.034483,0.960784
baseline,叶轮叶片,叶片.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶片.png,叶轮叶片,17001-G160F-0000 叶轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\17001-G160F-0000 叶轮.png,0.998338,0.0,1,1.0,1.0,1.0,0.866389,0.926636,0.344828,0.37931,0.589588
baseline,叶轮叶片,叶轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶轮.png,叶轮叶片,17001-G160F-0000 叶轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\17001-G160F-0000 叶轮.png,0.99657,0.0,1,1.0,1.0,1.0,0.878889,0.930569,0.344828,0.37931,0.587559
baseline,叶轮叶片,叶轮和叶片.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\叶轮和叶片.png,花键,内花键.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\花键\内花键.png,0.920436,0.0,0,0.0,1.0,1.0,0.075,0.208294,0.103448,0.206897,0.746112
baseline,叶轮叶片,左螺旋叶片LS25.2.2-3.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\左螺旋叶片LS25.2.2-3.png,花键,微信图片_20251014202422_50_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\花键\微信图片_20251014202422_50_58.png,0.994945,0.0,0,0.0,1.0,1.0,0.025,0.094788,0.344828,0.37931,0.632184
baseline,叶轮叶片,微信图片_20251014201257_23_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201257_23_58.png,装配图工序图,A0组合机床联系尺寸图.dwg-2025-09-24-13-38-38-382.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\装配图工序图\A0组合机床联系尺寸图.dwg-2025-09-24-13-38-38-382.png,0.997767,0.0,0,0.0,0.0,0.0,0.0,0.0,0.034483,0.034483,0.965855
baseline,叶轮叶片,微信图片_20251014201339_25_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201339_25_58.png,管,clean_管路布置A2.dwg-2025-09-24-13-37-19-774.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\管\result_yolo_custom\clean_管路布置A2.dwg-2025-09-24-13-37-19-774.png,0.957755,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
baseline,叶轮叶片,微信图片_20251014201355_26_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201355_26_58.png,叶轮叶片,微信图片_20251014201554_34_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201554_34_58.png,0.999993,0.0,1,1.0,1.0,1.0,0.636548,0.775337,0.344828,0.37931,0.595673
baseline,叶轮叶片,微信图片_20251014201406_27_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201406_27_58.png,夹具,工艺卡7.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\工艺卡7.png,0.998835,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.034483,0.972617
baseline,叶轮叶片,微信图片_20251014201420_28_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201420_28_58.png,叶轮叶片,微信图片_20251014201716_40_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201716_40_58.png,0.999767,0.0,1,1.0,1.0,1.0,0.866389,0.926636,0.344828,0.37931,0.587559
baseline,叶轮叶片,微信图片_20251014201435_29_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201435_29_58.png,夹具,35铣外形（2_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\35铣外形（2_1.png,0.995439,0.0,0,0.0,0.0,0.0,0.0,0.0,0.068966,0.103448,0.880663
baseline,叶轮叶片,微信图片_20251014201510_32_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201510_32_58.png,叶轮叶片,微信图片_20251014201502_31_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201502_31_58.png,0.999165,0.0,1,1.0,1.0,1.0,0.1,0.220092,0.034483,0.034483,0.938134
baseline,叶轮叶片,微信图片_20251014201546_33_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201546_33_58.png,盘盖,手腕回转缸端盖_001.dwg-2025-09-24-13-45-44-920.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\盘盖\手腕回转缸端盖_001.dwg-2025-09-24-13-45-44-920.png,0.996925,0.0,0,0.0,0.0,1.0,0.034722,0.135685,0.068966,0.068966,0.92664
baseline,叶轮叶片,微信图片_20251014201554_34_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201554_34_58.png,叶轮叶片,微信图片_20251014201355_26_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201355_26_58.png,0.999993,0.0,1,1.0,1.0,1.0,0.636548,0.775337,0.344828,0.37931,0.595673
baseline,叶轮叶片,微信图片_20251014201612_35_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201612_35_58.png,齿轮带轮凸轮,轮形飞轮.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\齿轮带轮凸轮\轮形飞轮.png,0.969719,0.0,0,0.0,0.0,1.0,0.045238,0.151762,0.068966,0.068966,0.925287
baseline,叶轮叶片,微信图片_20251014201621_36_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201621_36_58.png,夹具,夹具设计拨叉零件图_001.dwg-2025-09-24-13-41-20-183.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具设计拨叉零件图_001.dwg-2025-09-24-13-41-20-183.png,0.999105,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
baseline,叶轮叶片,微信图片_20251014201631_37_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201631_37_58.png,叶轮叶片,微信图片_20251014201502_31_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201502_31_58.png,0.998665,0.0,1,1.0,1.0,1.0,0.2,0.358954,0.068966,0.068966,0.921907
baseline,叶轮叶片,微信图片_20251014201716_40_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201716_40_58.png,叶轮叶片,微信图片_20251014201420_28_58.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\微信图片_20251014201420_28_58.png,0.999767,0.0,1,1.0,1.0,1.0,0.776389,0.863015,0.344828,0.37931,0.589926
baseline,叶轮叶片,（叶轮）.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\叶轮叶片\（叶轮）.png,箱体,01103-G160F-0000  油封25.41.25.6.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\箱体\01103-G160F-0000  油封25.41.25.6.png,0.956883,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
baseline,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 861.1-87\10.png,垫圈,16.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 861.1-87\16.png,0.999986,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.018944
baseline,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 859-87\10.png,垫圈,8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\8.png,0.999991,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019858
baseline,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 862.1-87\10.png,垫圈,6.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\锯齿锁紧垫圈 - GB 862.2-87\6.png,0.999749,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019068
baseline,垫圈,14.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\14.png,垫圈,24.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 859-87\24.png,0.999991,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019644
baseline,垫圈,14.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 96-85\14.png,垫圈,8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 96-85\8.png,0.99991,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.018682
baseline,垫圈,16-100.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\16-100.png,垫圈,16-90.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\16-90.png,0.999996,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019378
baseline,垫圈,24.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 848-85\24.png,垫圈,30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 848-85\30.png,0.999987,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019393
baseline,垫圈,30-130.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\30-130.png,垫圈,24-110.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\24-110.png,0.999996,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.01944
baseline,垫圈,30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB-T 1230-91\30.png,垫圈,27.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB-T 1230-91\27.png,0.999999,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019662
baseline,垫圈,30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\30.png,垫圈,27.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\弹簧垫圈 - GB 7244-87\27.png,0.999995,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019703
baseline,垫圈,36-140.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\36-140.png,垫圈,30-140.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\30-140.png,0.999997,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.01902
baseline,垫圈,36-90.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\36-90.png,垫圈,36-100.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\36-100.png,0.999994,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019556
baseline,垫圈,36.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 849-88\36.png,垫圈,30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 849-88\30.png,0.999997,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019509
baseline,垫圈,5.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\锯齿锁紧垫圈 - GB 862.2-87\5.png,垫圈,5.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\带齿锁紧垫圈 - GB 861.1-87\5.png,0.99999,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019176
baseline,垫圈,6-35.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\6-35.png,垫圈,8-30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\8-30.png,0.999997,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019035
baseline,垫圈,8-25.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\8-25.png,垫圈,6-25.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88 - B\6-25.png,0.999985,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.018576
baseline,垫圈,8-30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88\8-30.png,垫圈,6-30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 851-88\6-30.png,0.999998,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019121
baseline,垫圈,8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\方斜垫圈 - GB 852-88\8.png,垫圈,20.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\锯齿锁紧垫圈 - GB 861.2-87\20.png,0.999975,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.019289
baseline,垫圈,8.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 5287-85\8.png,垫圈,10.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫圈 - GB 5287-85\10.png,0.999982,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.980723,0.018914
baseline,垫圈,垫—何明2006_1.dwg-2025-09-24-13-40-30-301.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫—何明2006_1.dwg-2025-09-24-13-40-30-301.png,垫圈,垫—何明2006_2.dwg-2025-09-24-13-40-30-309.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\垫圈\垫—何明2006_2.dwg-2025-09-24-13-40-30-309.png,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.959036,0.975904,0.026342
baseline,夹具,40.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\40.png,夹具,30.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\30.png,0.999824,0.0,1,1.0,1.0,1.0,1.0,1.0,0.380933,0.380933,0.569131
baseline,夹具,A0加工零件图.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A0加工零件图.png,夹具,支架零件图.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\支架零件图.png,0.999332,0.0,1,1.0,1.0,1.0,1.0,1.0,0.334709,0.334709,0.621813
baseline,夹具,A1夹具体2004.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A1夹具体2004.png,夹具,A1夹具体_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A1夹具体_2.png,1.0,0.0,1,1.0,1.0,1.0,0.5,0.648932,0.339662,0.339662,0.617594
baseline,夹具,A4推杆.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\A4推杆.png,夹具,B9912033推杆.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\B9912033推杆.png,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.364424,0.364424,0.587486
baseline,夹具,B99Q0024-钻套--4_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\B99Q0024-钻套--4_1.png,夹具,B99Q0024-钻套--4_2.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\B99Q0024-钻套--4_2.png,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.36525,0.36525,0.585972
baseline,夹具,半精车主轴颈左端_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\半精车主轴颈左端_1.png,夹具,半精车主轴颈左端.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\半精车主轴颈左端.png,1.0,0.0,1,1.0,1.0,1.0,0.1,0.220092,0.067272,0.067272,0.927495
baseline,夹具,可换垫块_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\可换垫块_1.png,夹具,可换垫块.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\可换垫块.png,0.999635,0.0,1,1.0,1.0,1.0,0.6,0.72733,0.335534,0.335534,0.620884
baseline,夹具,夹具1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具1.png,夹具,夹具1_5.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具1_5.png,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.379282,0.379282,0.570447
baseline,夹具,夹具_7.dwg-2025-09-24-13-41-02-330.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具_7.dwg-2025-09-24-13-41-02-330.png,夹具,夹具_6.dwg-2025-09-24-13-41-02-319.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具_6.dwg-2025-09-24-13-41-02-319.png,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.362361,0.362361,0.590089
baseline,夹具,夹具体_1.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具体_1.png,板,溜板.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\板\溜板.png,0.999111,0.0,0,0.0,0.0,0.0,0.0,0.0,0.060669,0.060669,0.933403
baseline,夹具,夹具体_22.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具体_22.png,夹具,夹具体_25.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具体_25.png,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.36525,0.36525,0.585809
baseline,夹具,夹具左支架_001.dwg-2025-09-24-13-41-20-046.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具左支架_001.dwg-2025-09-24-13-41-20-046.png,夹具,夹具左支架.dwg-2025-09-24-13-41-20-042.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具左支架.dwg-2025-09-24-13-41-20-042.png,1.0,0.0,1,1.0,1.0,1.0,0.21,0.400023,0.025175,0.025175,0.970844
baseline,夹具,夹具装配图_001.dwg-2025-09-24-13-41-20-096.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具装配图_001.dwg-2025-09-24-13-41-20-096.png,夹具,夹具装配图_2_001.dwg-2025-09-24-13-41-20-114.png,D:\workspace\图纸检索项目\数据集\Dataset_img3\夹具\夹具装配图_2_001.dwg-2025-09-24-13-41-20-114.png,1.0,0.0,1,1.0,1.0,1.0,0.405556,0.604686,0.014858,0.014858,0.982815
